Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
INS1024,Catherine Smith,,Maine,North,C,Type2,2024-10-01,2,263.79,0.21,858.89,2682.42,1.7,Completed
INS1025,Brittney Gray,Schneiderville,Oklahoma,North,C,Type3,2024-05-23,12,719.52,0.05,5973.58,545.49,4.0,Pending
INS1026,George Jones,Davidberg,Alaska,West,B,Type3,2024-05-24,19,226.63,0.24,6076.32,2414.34,3.0,Cancelled
INS1027,Brenda Tyler,Woodview,Delaware,North,B,Type3,2025-05-16,12,166.04,,3958.57,4967.59,4.5,Pending
INS1028,Joshua Lee MD,Lake Marcustown,Oklahoma,West,C,Type3,2023-09-14,6,304.93,0.03,615.22,4042.13,5.0,Pending
INS1029,Jennifer Jones,West Christopherhaven,Florida,North,D,Type3,2025-08-02,15,299.85,0.21,8228.37,4926.47,4.4,Completed
INS1030,Tyler Garcia,New Brandon,Colorado,West,C,Type3,2024-09-18,17,427.12,0.08,3436.83,-433.15,1.8,Completed
INS1031,Brendan Gonzalez,Lake Brandonbury,Michigan,South,B,Type3,2024-03-19,4,717.18,0.16,691.81,2556.98,2.8,Pending
INS1032,Christina Cummings,Amandaburgh,Kansas,South,C,Type3,2024-01-17,11,583.15,0.07,624.75,1102.55,3.6,Cancelled
INS1033,Stephanie Jensen,Marctown,Nevada,North,C,Type1,2024-02-16,4,497.59,,966.63,1322.12,2.2,Completed
INS1034,Cameron Smith,Jamieside,New Mexico,South,C,Type3,2025-02-11,19,949.01,0.17,8671.51,-186.58,4.4,Pending
INS1035,Joanne Barrett,South Dawnbury,Georgia,South,D,Type3,2024-02-24,9,41.94,0.25,4790.99,3202.04,2.8,Completed
INS1036,Douglas Farley,Marissabury,Mississippi,East,A,Type2,2025-09-15,11,409.97,0.29,8740.65,4196.73,1.4,Completed
INS1037,Linda Larson,Adkinsmouth,Utah,North,C,Type2,2023-12-29,14,688.03,0.24,7513.33,847.22,2.0,Completed
INS1038,Terri Le,Josephborough,Wisconsin,South,A,Type1,2026-03-24,3,327.22,0.08,239.18,2374.66,3.4,Pending
INS1039,Jonathan Beard,New Melissa,Indiana,West,C,Type2,2025-03-18,7,480.68,0.19,3117.43,-213.35,3.7,Completed
INS1040,Lisa Carroll,Mcdonaldport,Illinois,East,C,Type3,2025-01-18,11,39.79,0.04,5271.16,1043.37,3.8,Pending
INS1041,Vernon White,South James,Maine,East,A,Type1,2025-02-01,1,211.2,0.12,395.18,723.25,1.7,Completed
INS1042,Rebecca Burns,Port Timothyfort,Florida,South,C,Type2,2024-10-20,9,90.75,0.04,9587.32,4866.57,4.1,Completed
INS1043,Alexander Ware,Maryborough,Louisiana,East,D,Type1,2025-02-19,9,970.92,0.23,9103.12,2254.49,1.4,Cancelled
INS1044,Cathy Acevedo,Scottburgh,New Hampshire,North,B,Type2,2025-10-04,17,746.93,0.04,2435.28,690.23,4.8,Completed
INS1045,Eric Payne,Englishburgh,Indiana,North,B,Type2,2023-10-11,14,656.81,0.22,3722.18,227.39,4.1,Pending
INS1046,Selena Fisher,West Susan,Massachusetts,West,D,Type2,2023-11-03,15,12.1,0.03,7295.19,3768.95,3.8,Pending
INS1047,Betty Griffin,North David,Illinois,East,A,Type1,2024-09-18,10,471.84,0.16,270.28,-251.03,1.9,Completed
INS1048,Tracy Lewis III,Brownland,Florida,West,D,Type1,2023-06-20,16,711.0,0.06,2326.57,256.18,1.6,Completed
INS1049,Victoria Lester,Colemanfurt,Virginia,East,C,Type2,2024-05-20,12,612.2,0.04,5177.33,-218.34,1.6,Completed
INS1050,Matthew Dyer,South Brianstad,South Carolina,East,A,Type2,2023-12-01,10,519.27,0.13,3693.48,1517.67,1.9,Cancelled
INS1051,Tyler Campbell,Cardenasbury,New Hampshire,East,A,Type3,2023-07-23,6,831.05,0.29,1193.13,4689.7,4.3,Pending
INS1052,Robert Silva,North Stephaniemouth,Idaho,West,A,Type2,2023-12-23,19,341.86,0.03,5593.48,794.54,3.6,Pending
INS1053,James Schmidt,East Troyfort,Montana,East,D,Type1,2025-10-05,9,840.51,0.13,8240.79,1562.58,4.9,Cancelled
INS1054,Madison Gallegos,Johntown,Maryland,West,A,Type2,2024-03-09,19,394.4,0.03,2388.51,3536.79,1.4,Cancelled
INS1055,Sherri Branch,North Kevinshire,Oklahoma,South,B,Type3,2025-10-04,19,584.82,0.07,2303.77,621.3,3.8,Pending
INS1056,Wesley Lawrence,South Michaelchester,Utah,South,D,Type1,2026-03-26,7,524.64,0.08,800.13,1076.3,4.4,Cancelled
INS1057,Cindy Roberts,East Crystal,Connecticut,North,C,Type2,2024-04-16,9,416.41,0.15,5587.4,1628.13,2.9,Cancelled
INS1058,Yvonne Chapman,Amychester,Arkansas,North,C,Type2,2025-02-01,17,273.77,,4106.36,4748.77,1.2,Completed
INS1059,David Boyd,South Alejandrohaven,Alabama,West,C,Type1,2023-08-07,18,453.81,0.1,6356.53,2493.76,3.6,Cancelled
INS1060,Tammy Price,North Travis,Alabama,North,C,Type2,2023-08-19,8,130.1,0.23,443.69,1907.75,3.5,Pending
INS1061,Christopher Anderson,East Ruthhaven,Pennsylvania,East,B,Type1,2024-05-14,13,350.7,0.0,6436.66,1708.31,4.8,Pending
INS1062,Cameron Soto,Matthewbury,Maine,West,B,Type1,2023-12-15,9,583.96,0.02,9324.76,1641.78,4.3,Pending
INS1063,Courtney Brown,Morrisshire,Connecticut,North,A,Type3,2024-01-02,8,71.09,0.05,8236.13,4500.68,3.2,Completed
INS1064,Larry Pruitt,Bentleyville,Wisconsin,East,B,Type2,2024-06-15,13,746.12,0.13,3518.54,3776.36,1.5,Cancelled
INS1065,Shane Pope,Kevinport,Hawaii,East,B,Type1,2024-06-02,13,571.77,0.11,1194.5,,1.2,Cancelled
INS1066,Leah Gaines,East Robin,Maryland,West,B,Type2,2023-11-20,17,965.36,0.22,5430.71,1254.28,4.6,Pending
INS1067,Robert Solis,Jamesbury,Pennsylvania,South,C,Type2,2025-05-16,5,99.99,0.3,2909.58,4163.48,2.9,Completed
INS1068,Leonard Jones,North David,Maine,East,A,Type1,2025-12-21,16,234.44,0.24,206.67,3626.68,3.6,Completed
INS1069,Peter Walker,Annaland,Kansas,North,D,Type1,2024-11-08,11,542.74,0.25,4145.74,70.27,3.9,Pending
INS1070,Jeffrey Davis,North Jennifer,New Mexico,North,D,Type3,2025-05-20,18,490.16,0.3,5445.59,1744.01,3.2,Pending
INS1071,Richard Reilly,South Virginia,Rhode Island,West,A,Type3,2026-01-11,9,503.41,0.14,7777.21,2198.86,4.4,Cancelled
INS1072,Cynthia Daniel,Jimenezfurt,Alaska,North,A,Type3,2025-07-23,3,348.4,0.29,9799.31,4215.73,1.2,Cancelled
INS1073,Amber Cox,Lake Rachel,Iowa,North,A,Type2,2026-02-22,10,867.44,0.18,8679.51,4190.54,4.1,Pending
INS1074,Eugene Smith,,Arizona,West,A,Type1,2025-05-22,3,60.81,0.2,5461.1,330.57,4.0,Cancelled
INS1075,Hunter Campbell,East Elizabethhaven,Oklahoma,West,D,Type1,2024-10-05,5,873.59,0.01,8086.44,2721.06,1.9,Cancelled
INS1076,Jessica Smith,Harrisview,North Dakota,North,D,Type2,2025-03-06,19,778.51,0.14,8309.13,4687.3,1.5,Pending
INS1077,Cindy Mitchell,Lake Edwardfurt,Vermont,West,D,Type1,2023-12-07,13,790.59,0.29,9670.44,-77.75,3.6,Completed
INS1078,Kenneth Jacobs,Port Bryce,Arkansas,North,C,Type3,2024-01-02,4,911.2,0.28,2544.89,1472.01,2.3,Cancelled
INS1079,Glenn Gray,Port Davidborough,North Carolina,East,B,Type3,2026-01-23,5,571.0,0.12,2593.22,1355.47,1.1,Cancelled
INS1080,Michelle Bradley,Whitemouth,Louisiana,South,D,Type1,2024-04-03,17,867.18,0.17,2263.71,443.18,2.8,Completed
INS1081,Antonio Brown,Lake Nancy,Florida,North,A,Type1,2023-08-20,2,411.06,0.25,9021.82,4883.15,3.6,Completed
INS1082,Deborah Chavez,Port Cory,Oregon,West,C,Type3,2025-08-01,11,687.43,0.09,6872.15,3393.71,4.7,Completed
INS1083,Robert Ruiz,New Kelly,Indiana,West,A,Type3,2026-02-11,3,311.76,0.07,1484.72,3262.2,2.7,Completed
INS1084,Timothy Gay,Murphyshire,West Virginia,West,C,Type1,2023-12-28,10,808.33,0.04,9617.28,-230.57,1.6,Completed
INS1085,April Edwards,New Michaelborough,Nebraska,North,B,Type2,2025-12-02,1,44.34,0.04,6093.92,1612.95,2.7,Completed
INS1086,Stephen Boyd,New Kenneth,Wisconsin,South,D,Type2,2023-10-23,7,846.86,0.27,120.85,2919.99,4.1,Cancelled
INS1087,Raymond Miller,Phillipchester,Maine,East,A,Type2,2023-09-01,13,126.35,0.17,4422.64,2175.52,1.4,Pending
INS1088,Michael Smith,North Amanda,Kansas,East,C,Type3,2023-06-18,6,164.35,0.16,7750.79,3486.96,1.7,Completed
INS1089,Brandon Norton,Mcleanstad,Louisiana,East,B,Type1,2025-06-30,11,759.04,0.05,3171.87,,2.1,Cancelled
INS1090,James Tyler,New Glenn,California,West,D,Type2,2025-09-04,15,244.41,0.12,6744.0,3687.89,2.8,Cancelled
INS1091,Christopher Crawford,West Anthony,Louisiana,West,C,Type1,2025-08-06,19,496.41,0.3,7208.51,,4.7,Completed
INS1092,Michelle Joseph,Matthewview,Arkansas,North,D,Type2,2025-07-25,8,503.63,0.14,8302.87,2544.72,4.1,Completed
INS1093,Jeffrey Wilson,Rogerschester,Mississippi,North,C,Type3,2025-11-06,17,381.49,0.02,5846.49,4192.32,3.5,Cancelled
INS1094,Deanna Griffith,North Michaelborough,Kentucky,East,B,Type3,2025-06-12,2,933.21,0.12,1996.27,4908.59,4.2,Completed
INS1095,Cassie Black,New Michael,Delaware,South,C,Type3,2026-03-02,6,568.23,0.02,8438.06,2309.07,4.5,Pending
INS1096,Michael Landry,Triciamouth,North Carolina,South,D,Type2,2025-01-15,12,719.87,0.2,1914.63,-419.84,2.8,Completed
INS1097,Rebecca Gardner,Kylechester,Indiana,West,D,Type3,2025-02-27,1,891.39,0.13,4639.4,1295.69,4.0,Completed
INS1098,Michael Warner,Port Kimberlyborough,Nebraska,West,B,Type3,2024-08-12,19,618.59,0.05,990.66,2456.91,4.7,Completed
INS1099,William Clark,Lake Tonya,Minnesota,East,D,Type3,2024-02-08,7,697.9,0.25,1676.25,3242.52,3.1,Pending
INS1100,Lauren Hendrix,Shaunfort,Wisconsin,West,A,Type3,2023-10-13,2,447.95,0.18,1999.09,2756.71,4.1,Pending
INS1101,Teresa Mann,North Jesse,Kentucky,East,D,Type3,2026-05-15,4,995.5,0.15,7223.03,3063.57,4.9,Pending
INS1102,Rebecca Olson,Port Lauren,Alabama,East,A,Type3,2024-04-25,18,778.15,0.24,2276.19,3474.33,2.9,Completed
INS1103,Benjamin Turner,Port Loganshire,New Hampshire,East,D,Type3,2025-08-09,14,965.46,0.17,5170.39,2231.22,3.7,Pending
INS1104,Dale Johnston,Davisside,Rhode Island,West,D,Type3,2023-11-07,17,135.97,0.02,6806.87,4054.25,2.8,Pending
INS1105,Alexander Espinoza,Kurthaven,Colorado,North,D,Type2,2026-03-23,19,32.67,0.08,5544.93,3161.32,3.9,Cancelled
INS1106,Michael Mcfarland,New Meredith,Louisiana,West,C,Type2,2025-03-05,6,528.25,0.17,6639.22,3767.2,2.6,Completed
INS1107,Bob Gray,Schneiderville,Connecticut,South,C,Type2,2024-08-14,4,734.2,0.03,9004.78,3135.53,1.5,Pending
INS1108,Lisa Phillips,Josephbury,Oklahoma,East,A,Type1,2025-11-06,16,834.64,0.08,9662.5,94.15,4.6,Cancelled
INS1109,Michael Reed,Chadside,Delaware,South,C,Type3,2024-12-28,10,850.33,0.18,6872.12,352.68,3.8,Completed
INS1110,Rebecca Jones,East Jason,Nebraska,West,B,Type1,2024-07-31,11,294.1,,1948.99,433.96,5.0,Cancelled
INS1111,Scott Fitzpatrick,Port Eric,Georgia,North,A,Type3,2023-07-11,12,761.54,0.22,9794.51,-231.53,3.9,Completed
INS1112,Kathryn Harris,Sheltonfurt,Wisconsin,East,D,Type1,2026-01-13,4,165.79,0.15,795.3,703.01,4.4,Pending
INS1113,Cody Ryan,West Ronald,Florida,South,C,Type1,2023-09-09,16,524.1,0.06,9284.58,2580.19,4.8,Pending
INS1114,Mary Garcia,Hartbury,Wyoming,South,B,Type2,2023-10-31,15,243.04,0.06,4572.16,-170.64,1.2,Cancelled
INS1115,Jay Hudson,West Melissa,Kentucky,South,A,Type2,2025-08-25,9,239.36,0.23,8440.59,1059.48,4.4,Cancelled
INS1116,Dustin Dominguez,Duarteville,New Hampshire,East,D,Type3,2025-02-03,4,306.7,0.28,3467.72,2927.2,1.4,Cancelled
INS1117,Dustin Donovan,Jonesmouth,Alaska,West,A,Type3,2024-06-21,4,314.33,0.04,5658.8,599.48,4.5,Pending
INS1118,Michelle Randall,East Rickyburgh,Minnesota,West,A,Type3,2026-04-12,19,341.47,0.2,1502.51,586.65,4.1,Cancelled
INS1119,Henry Mclaughlin,Ochoamouth,Iowa,West,C,Type1,2025-04-28,2,914.24,0.22,9060.59,4048.81,2.9,Pending
INS1120,Amy Underwood,Port Janicefurt,Mississippi,North,B,Type1,2023-12-31,11,689.99,0.15,3068.11,2520.87,4.3,Pending
INS1121,Alexander Alvarez,Sototown,Wyoming,North,A,Type2,2024-09-21,3,14.36,0.1,2696.88,1224.75,2.6,Completed
INS1122,Jillian Reid,Vasquezfurt,Maryland,West,B,Type2,2026-04-28,11,407.41,,4512.17,2518.39,3.9,Pending
INS1123,Sara Mccormick,East Kellyfort,North Carolina,East,D,Type2,2025-04-02,6,173.39,0.14,3718.63,1854.61,1.8,Completed
INS1124,Jacob Cruz,Smithtown,Virginia,North,A,Type3,2024-08-26,2,724.0,0.14,1465.31,4730.04,1.3,Cancelled
INS1125,Vickie Powell,Stevensonhaven,Arizona,East,C,Type3,2025-07-23,15,982.71,0.03,343.79,,3.7,Completed
INS1126,Benjamin Jones,Meghanhaven,Georgia,North,C,Type2,2025-08-17,8,503.81,0.19,3278.31,3153.75,2.7,Pending
INS1127,Thomas Clark,Foleyville,Louisiana,East,D,Type2,2024-05-19,9,981.19,0.03,7226.34,4521.89,1.9,Completed
INS1128,Theresa Pope,Kellyfurt,Montana,North,C,Type1,2025-10-07,5,283.14,0.08,1971.62,3468.8,1.6,Pending
INS1129,Vanessa Blackburn,Matthewfort,Idaho,South,A,Type3,2023-11-04,9,585.23,0.05,1807.74,1630.23,4.5,Cancelled
INS1130,Kenneth Curtis,North Lorichester,Iowa,West,B,Type2,2025-02-17,1,549.7,0.28,5369.57,3605.09,2.4,Cancelled
INS1131,Rita Harding,New Davidfurt,Iowa,South,C,Type1,2024-05-25,18,797.98,0.02,6749.53,777.78,4.3,Pending
INS1132,Danielle Brooks,Marymouth,Colorado,East,C,Type2,2023-06-08,10,268.79,0.14,9869.62,3443.43,1.7,Pending
INS1133,Heather Dean,Port Nicholas,Louisiana,West,C,Type2,2024-09-24,8,266.57,0.18,925.65,3825.76,2.8,Cancelled
INS1134,Erik Martin,East Danny,Indiana,East,D,Type1,2023-11-01,17,361.26,0.14,4688.69,1567.55,2.7,Pending
INS1135,Linda Flores,East Amyborough,Colorado,East,D,Type3,2026-01-19,14,588.26,0.2,9690.71,2552.51,1.9,Completed
INS1136,Christopher Reed,Edwardland,North Carolina,North,C,Type2,2023-11-03,1,144.04,0.01,6467.79,2604.59,1.8,Pending
INS1137,Sierra Brown,Port Sarah,Florida,South,C,Type3,2026-05-11,11,955.37,0.28,6540.87,2558.28,3.0,Cancelled
INS1138,Tara Meza,Nataliechester,Arizona,West,A,Type3,2024-04-28,9,466.02,0.11,8999.98,601.84,2.8,Completed
INS1139,Rachel Davis,East Kimberly,New Mexico,North,B,Type3,2023-08-09,10,508.32,0.13,3464.75,,4.1,Completed
INS1140,Jamie Johnson,East Josephstad,New Mexico,South,D,Type2,2024-02-11,3,416.63,0.16,5526.31,1734.58,2.9,Cancelled
INS1141,Jordan Martin,Antonioborough,Montana,West,A,Type2,2025-07-20,17,393.4,0.19,4735.77,233.9,2.3,Cancelled
INS1142,Robert Jensen PhD,Billymouth,Florida,North,B,Type3,2025-10-07,11,461.8,0.04,3485.54,-194.65,2.9,Cancelled
INS1143,Arthur Murray,New Jonathanville,Pennsylvania,South,A,Type1,2026-01-19,4,249.97,0.11,8841.22,4029.15,4.7,Pending
INS1144,Kirsten Richards,New Jacob,Delaware,South,D,Type2,2025-05-01,1,156.4,0.18,4244.37,3675.17,1.6,Completed
INS1145,Mary Diaz,Amandamouth,Texas,South,B,Type2,2024-11-21,18,441.96,0.16,1498.22,4622.71,4.7,Completed
INS1146,Tristan Rogers,West Erinville,Mississippi,North,D,Type3,2023-09-30,15,679.7,0.02,1636.48,2128.8,3.8,Completed
INS1147,Alex Chandler,Blackburnstad,Hawaii,East,B,Type2,2024-06-25,11,362.87,0.23,1234.56,2875.06,3.7,Pending
INS1148,Carl Blake,Cathyfurt,Idaho,East,A,Type3,2025-01-19,17,116.91,0.12,7477.48,-150.93,2.7,Cancelled
INS1149,Joel Sparks,Lake Philip,Georgia,South,B,Type1,2025-12-07,17,528.72,0.01,9614.12,1155.58,2.4,Pending
INS1150,Carol Moreno,Gentryberg,Vermont,North,C,Type1,2024-03-02,18,528.83,0.24,2493.45,3631.96,4.0,Completed
INS1151,Amy Spears,Conleyborough,Minnesota,South,C,Type2,2024-08-08,14,177.23,0.0,591.75,1018.39,3.4,Cancelled
INS1152,Deborah Kennedy,North Benjamintown,Iowa,North,A,Type1,2024-07-21,8,349.66,0.06,1353.35,117.35,3.6,Pending
INS1153,Jennifer Kramer,Rileyton,Delaware,South,B,Type3,2024-11-14,4,791.42,0.22,7408.3,-158.53,3.5,Cancelled
INS1154,Pam Walker,Craigland,West Virginia,East,B,Type3,2024-10-26,18,41.84,0.18,7992.97,1993.06,1.2,Cancelled
INS1155,Sara Baker,Smithchester,Iowa,East,C,Type1,2024-11-01,11,104.1,0.17,3549.68,4311.5,3.1,Completed
INS1156,Christina Miller,Charlesburgh,Colorado,East,C,Type1,2024-07-02,9,703.67,0.15,183.49,1531.43,2.4,Pending
INS1157,Joshua Austin,Patriciaville,Utah,West,B,Type3,2025-03-19,8,576.75,0.29,8686.29,3168.38,4.2,Pending
INS1158,David Smith,Lake Jonathan,Utah,North,B,Type1,2025-12-09,12,583.03,0.02,999.8,1869.78,3.4,Cancelled
INS1159,Scott Ward,North Jaymouth,Rhode Island,North,B,Type2,2025-03-23,11,463.11,0.14,1616.48,3824.09,2.7,Pending
INS1160,Heather Sosa,Alexisport,Pennsylvania,West,C,Type1,2023-07-15,5,95.04,0.29,2543.0,3918.15,5.0,Completed
INS1161,Timothy Madden,Mikaylaville,Illinois,South,A,Type1,2023-09-21,10,62.38,0.08,6392.77,4706.24,3.7,Completed
INS1162,Aaron Wilson,Weeksport,Massachusetts,East,B,Type2,2024-03-10,15,330.92,0.01,3559.92,1358.74,4.5,Completed
INS1163,Kari Mckinney,North Nicoletown,Connecticut,West,C,Type1,2024-05-23,11,66.09,0.14,550.42,2091.75,4.7,Cancelled
INS1164,David Mccall,South Jeffreyfurt,Georgia,West,C,Type2,2026-05-18,2,569.62,0.23,7622.95,3051.58,4.0,Pending
INS1165,Chad Chen MD,Daletown,Utah,West,C,Type2,2026-05-11,10,682.24,0.06,5581.62,2254.85,2.7,Cancelled
INS1166,Charles Ingram,East Lauraberg,South Carolina,South,D,Type2,2025-04-24,3,622.09,0.07,8319.16,-38.35,3.0,Cancelled
INS1167,John Bennett,Robertsfurt,Arkansas,South,A,Type1,2026-03-13,8,732.04,0.05,751.57,3054.63,1.6,Cancelled
INS1168,Jennifer Gutierrez,Robertview,Hawaii,North,A,Type2,2025-01-13,12,952.56,0.11,9518.88,105.17,3.5,Pending
INS1169,Melissa Nguyen,Hermanshire,Wyoming,West,D,Type2,2024-11-11,15,967.77,0.27,1118.52,4123.87,3.0,Pending
INS1170,Andrew Davis,Lake Courtneyport,Maryland,South,B,Type1,2026-04-26,15,292.63,0.06,5623.84,-44.19,1.9,Pending
INS1171,Jessica Boyd,East Jacqueline,Connecticut,West,D,Type1,2024-01-12,7,298.7,0.08,5249.07,3797.22,1.2,Completed
INS1172,David Schultz,Antoniohaven,California,East,C,Type2,2024-09-10,15,745.94,0.27,8932.16,330.78,4.5,Cancelled
INS1173,Michael Swanson,Robinsonfurt,Nevada,West,B,Type2,2025-11-20,13,990.11,0.28,5662.98,3574.03,1.1,Cancelled
INS1174,Brandy Weiss,Aliciaberg,California,South,C,Type3,2025-08-27,10,418.74,0.02,2858.74,-373.14,2.5,Completed
INS1175,Christopher Hensley,North Ralph,New Jersey,West,A,Type1,2026-05-19,19,193.45,0.16,1801.59,114.27,3.2,Pending
INS1176,Jo Mccullough,Port Michael,Virginia,North,C,Type1,2024-07-20,17,731.49,0.09,2670.67,-387.74,3.1,Completed
INS1177,Brittany Berry,Wilsontown,North Dakota,East,B,Type1,2025-08-28,15,391.44,0.05,2776.23,,3.1,Pending
INS1178,Erica Walker,South Charles,Pennsylvania,North,D,Type3,2025-11-25,3,89.22,0.16,2194.67,-498.06,1.9,Pending
INS1179,Caleb Jones,South Kathleen,New Jersey,North,B,Type1,2024-07-29,18,751.16,0.23,2416.23,-24.8,2.3,Completed
INS1180,Julie Wong,Travisborough,Nebraska,East,B,Type3,2025-07-11,5,414.05,0.05,8584.79,-362.23,1.0,Completed
INS1181,Robert Hahn,Johnsonhaven,South Carolina,North,D,Type2,2025-05-10,10,595.43,0.1,8719.13,1889.14,4.7,Cancelled
INS1182,John Robbins,Lake Amber,Wisconsin,South,A,Type1,2024-05-23,9,694.99,0.17,5356.81,364.59,3.4,Cancelled
INS1183,Allison Barnes,New Markport,Wyoming,West,B,Type2,2024-02-19,13,822.66,0.27,9157.5,1079.9,4.3,Pending
INS1184,Melinda Woods,Port Christopher,South Dakota,West,B,Type1,2025-02-19,2,625.22,0.27,5097.21,946.06,3.9,Pending
INS1185,Mitchell Mullen,Briannaton,Illinois,West,A,Type3,2025-03-15,10,936.56,0.2,6038.39,4070.2,3.3,Completed
INS1186,Denise Stevens,Kellyhaven,Indiana,West,D,Type1,2024-05-10,10,489.94,0.22,9940.59,398.2,3.1,Pending
INS1187,Christopher Bradford,Watsonbury,Tennessee,West,C,Type2,2025-02-10,14,535.0,0.03,3794.99,2244.43,2.8,Completed
INS1188,Emma Murphy,South Carlastad,Alabama,West,A,Type1,2025-08-03,8,311.06,0.2,6312.97,-119.66,3.2,Completed
INS1189,Julie Harris,Dawsonchester,Utah,East,B,Type2,2026-03-28,5,140.58,0.1,6871.94,1758.29,1.8,Pending
INS1190,Michael Hughes,Harpermouth,California,South,A,Type2,2024-03-02,19,632.24,0.21,5995.56,3922.75,2.6,Pending
INS1191,David Patterson,Lake Amberfort,Tennessee,South,A,Type2,2024-02-09,19,299.67,0.04,3220.81,2340.48,3.2,Completed
INS1192,Albert Jones,Mcintyrefurt,Hawaii,South,D,Type3,2023-08-31,9,717.03,0.17,9224.09,922.39,3.9,Completed
INS1193,Robin Patton,Brucefurt,North Carolina,East,A,Type2,2024-01-13,11,624.46,0.11,8971.36,1742.51,4.1,Pending
INS1194,Jerry Bolton,Dianamouth,Michigan,West,D,Type3,2026-02-21,5,288.51,0.13,9520.46,2557.16,4.4,Completed
INS1195,Michelle Ray,West Christopherton,Nebraska,West,D,Type3,2024-06-18,9,561.82,0.03,3862.75,4476.92,2.4,Pending
INS1196,Justin Ali,,Connecticut,South,B,Type1,2025-02-14,8,988.47,0.21,8892.99,4108.37,3.4,Pending
INS1197,Shannon Brown,East Brittney,North Carolina,West,C,Type1,2025-05-14,11,883.51,0.22,6356.06,4786.19,3.1,Cancelled
INS1198,John Jensen,Port Michael,Texas,North,C,Type1,2025-10-06,18,422.64,0.04,9961.88,482.86,2.6,Pending
INS1199,Matthew Brown,South Jennifer,Georgia,West,B,Type1,2024-02-03,8,690.53,0.15,4150.26,590.2,2.3,Pending
INS1200,Lynn Joseph,Watsontown,Vermont,West,B,Type2,2024-04-10,13,191.47,0.24,150.91,51.61,1.0,Pending
